wrinkles_severity,acne_severity,dark_circle_severity,pigmentation,redness,dark_spots,product_recommendation,_combination,_dry,_normal,_oily,_sensitive,_brown,_dark,_fair,_medium,_olive,product_recommendation_clean
8.0,1.0,10.0,3.0,0.0,5.019419419419419,['serum'],0,0,1,0,0,0,0,0,1,0,['serum']
3.0,4.0,0.0,5.05958994041006,4.981562595497606,1.0,['moisturizer'],0,1,0,0,0,0,0,0,1,0,['moisturizer']
0.0,9.0,0.0,5.0,1.0,5.019419419419419,"['facewash', 'toner']",0,0,1,0,0,0,0,1,0,0,"['facewash', 'toner']"
4.0,2.0,5.0,6.0,9.0,5.0,['moisturizer'],0,1,0,0,0,0,1,0,0,0,['moisturizer']
1.0,8.0,1.0,5.0,8.0,8.0,['facewash'],0,0,1,0,0,0,0,1,0,0,['facewash']
1.0,5.002123786407767,7.0,6.0,10.0,7.0,['facewash'],0,0,1,0,0,0,0,0,1,0,['facewash']
9.0,7.0,0.0,8.0,5.0,0.0,"['facewash', 'toner', 'sunscreen']",0,0,0,1,0,0,0,1,0,0,"['facewash', 'toner', 'sunscreen']"
5.025812329183116,6.0,9.0,1.0,4.981562595497606,4.0,serumm,0,1,0,0,0,0,1,0,0,0,['serum']
4.0,9.0,5.0,10.0,4.981562595497606,4.0,['sunscreen'],0,0,1,0,0,1,0,0,0,0,['sunscreen']
7.0,4.0,9.0,5.0,7.0,1.0,['serum'],1,0,0,0,0,0,0,0,1,0,['serum']
6.0,2.0,8.0,9.0,6.0,2.0,['toner'],1,0,0,0,0,0,0,1,0,0,['toner']
7.0,9.0,4.952218430034129,9.0,7.0,6.0,"['facewash', 'toner', 'sunscreen']",1,0,0,0,0,0,1,0,0,0,"['facewash', 'toner', 'sunscreen']"
4.0,3.0,10.0,9.0,9.0,0.0,['sunscreen'],0,0,1,0,0,0,0,0,1,0,['sunscreen']
3.0,3.0,1.0,7.0,4.981562595497606,1.0,['sunscreen'],1,0,0,0,0,0,0,0,1,0,['sunscreen']
1.0,1.0,0.0,5.05958994041006,10.0,3.0,['moisturizer'],0,1,0,0,0,0,1,0,0,0,['moisturizer']
5.025812329183116,0.0,0.0,1.0,0.0,5.019419419419419,['sunscreen'],0,0,0,1,0,0,1,0,0,0,['sunscreen']
1.0,2.0,8.0,4.0,7.0,5.019419419419419,['facewash'],0,0,1,0,0,0,0,1,0,0,['facewash']
5.025812329183116,5.002123786407767,4.952218430034129,7.0,4.981562595497606,9.0,['sunscreen'],0,0,0,1,0,0,1,0,0,0,['sunscreen']
2.0,3.0,9.0,5.05958994041006,4.981562595497606,5.0,['serum'],0,0,0,1,0,0,1,0,0,0,['serum']
5.025812329183116,8.0,7.0,1.0,1.0,7.0,['facewash'],0,0,0,0,1,0,0,1,0,0,['facewash']
0.0,2.0,2.0,9.0,8.0,9.0,moistrzr,0,0,1,0,0,0,0,0,1,0,['moisturizer']
0.0,10.0,1.0,8.0,4.0,8.0,"['facewash', 'toner', 'sunscreen']",0,0,0,0,1,0,0,1,0,0,"['facewash', 'toner', 'sunscreen']"
5.0,9.0,9.0,2.0,7.0,8.0,"['facewash', 'toner']",1,0,0,0,0,0,0,1,0,0,"['facewash', 'toner']"
1.0,8.0,3.0,7.0,4.0,5.0,['sunscreen'],0,0,1,0,0,0,0,0,1,0,['sunscreen']
3.0,4.0,0.0,2.0,3.0,0.0,['moisturizer'],1,0,0,0,0,0,0,0,0,1,['moisturizer']
2.0,3.0,8.0,2.0,10.0,5.019419419419419,['facewash'],1,0,0,0,0,0,0,0,1,0,['facewash']
3.0,8.0,8.0,0.0,7.0,9.0,"['facewash', 'toner']",0,0,1,0,0,0,0,0,1,0,"['facewash', 'toner']"
0.0,1.0,9.0,10.0,4.0,10.0,['sunscreen'],1,0,0,0,0,0,0,0,1,0,['sunscreen']
10.0,5.0,1.0,9.0,4.0,2.0,['moisturizer'],0,0,1,0,0,0,0,0,0,1,['moisturizer']
6.0,0.0,4.0,2.0,10.0,1.0,['sunscreen'],1,0,0,0,0,0,0,1,0,0,['sunscreen']
2.0,9.0,3.0,5.05958994041006,1.0,1.0,"['facewash', 'toner']",0,0,0,0,1,0,0,1,0,0,"['facewash', 'toner']"
9.0,3.0,4.952218430034129,3.0,10.0,1.0,['serum'],1,0,0,0,0,0,1,0,0,0,['serum']
5.025812329183116,4.0,6.0,5.0,1.0,10.0,['moisturizer'],0,1,0,0,0,0,0,0,1,0,['moisturizer']
3.0,7.0,6.0,6.0,3.0,0.0,"['facewash', 'toner']",0,0,0,1,0,1,0,0,0,0,"['facewash', 'toner']"
9.0,10.0,7.0,8.0,0.0,2.0,"['serum', 'sunscreen']",0,0,1,0,0,0,0,1,0,0,"['serum', 'sunscreen']"
10.0,5.0,3.0,7.0,9.0,0.0,"['serum', 'moisturizer', 'sunscreen']",0,1,0,0,0,0,0,0,1,0,"['serum', 'moisturizer', 'sunscreen']"
4.0,3.0,0.0,9.0,5.0,9.0,['serum'],0,0,0,1,0,0,0,1,0,0,['serum']
2.0,10.0,10.0,4.0,4.981562595497606,3.0,"['facewash', 'toner']",1,0,0,0,0,0,0,0,1,0,"['facewash', 'toner']"
9.0,10.0,5.0,8.0,8.0,10.0,moistrzr,1,0,0,0,0,0,1,0,0,0,['moisturizer']
0.0,6.0,5.0,3.0,10.0,2.0,['facewash'],1,0,0,0,0,0,0,1,0,0,['facewash']
8.0,9.0,4.0,7.0,3.0,3.0,"['facewash', 'serum', 'toner', 'sunscreen']",1,0,0,0,0,0,1,0,0,0,"['facewash', 'serum', 'toner', 'sunscreen']"
5.0,5.0,4.952218430034129,1.0,10.0,8.0,serumm,0,0,0,1,0,1,0,0,0,0,['serum']
1.0,8.0,10.0,5.05958994041006,10.0,9.0,['moisturizer'],0,1,0,0,0,1,0,0,0,0,['moisturizer']
5.025812329183116,4.0,2.0,1.0,10.0,7.0,serumm,1,0,0,0,0,0,0,1,0,0,['serum']
10.0,6.0,7.0,5.05958994041006,1.0,6.0,['serum'],1,0,0,0,0,1,0,0,0,0,['serum']
2.0,9.0,4.952218430034129,9.0,10.0,9.0,['toner'],0,0,0,0,1,0,0,0,1,0,['toner']
1.0,2.0,3.0,9.0,4.981562595497606,6.0,['sunscreen'],0,0,0,1,0,0,1,0,0,0,['sunscreen']
1.0,0.0,2.0,6.0,4.981562595497606,6.0,['serum'],0,0,0,1,0,0,0,0,0,1,['serum']
5.025812329183116,7.0,7.0,10.0,1.0,0.0,"['moisturizer', 'sunscreen']",0,1,0,0,0,0,1,0,0,0,"['moisturizer', 'sunscreen']"
5.0,6.0,5.0,6.0,7.0,1.0,['moisturizer'],0,1,0,0,0,0,0,1,0,0,['moisturizer']
5.025812329183116,9.0,7.0,7.0,7.0,9.0,"['facewash', 'toner']",0,0,0,1,0,0,0,1,0,0,"['facewash', 'toner']"
6.0,1.0,3.0,8.0,7.0,3.0,serumm,0,1,0,0,0,0,0,0,1,0,['serum']
7.0,9.0,5.0,10.0,4.981562595497606,0.0,"['facewash', 'serum', 'toner']",1,0,0,0,0,1,0,0,0,0,"['facewash', 'serum', 'toner']"
5.0,10.0,3.0,2.0,4.0,9.0,face wash,1,0,0,0,0,0,0,1,0,0,['facewash']
10.0,7.0,10.0,5.05958994041006,5.0,0.0,"['facewash', 'serum', 'toner']",0,0,0,1,0,0,0,1,0,0,"['facewash', 'serum', 'toner']"
5.0,6.0,5.0,2.0,10.0,8.0,moistrzr,1,0,0,0,0,0,0,1,0,0,['moisturizer']
9.0,9.0,3.0,4.0,4.0,5.019419419419419,['serum'],1,0,0,0,0,0,1,0,0,0,['serum']
0.0,7.0,3.0,3.0,4.981562595497606,1.0,"['facewash', 'toner']",0,0,0,1,0,0,1,0,0,0,"['facewash', 'toner']"
5.0,9.0,9.0,4.0,7.0,3.0,['sunscreen'],1,0,0,0,0,0,0,0,1,0,['sunscreen']
9.0,9.0,2.0,5.0,9.0,8.0,"['facewash', 'toner']",1,0,0,0,0,0,0,0,1,0,"['facewash', 'toner']"
7.0,9.0,7.0,2.0,0.0,2.0,"['facewash', 'toner']",0,0,0,0,1,1,0,0,0,0,"['facewash', 'toner']"
4.0,2.0,6.0,5.05958994041006,4.981562595497606,9.0,['facewash'],0,0,0,1,0,0,0,0,0,1,['facewash']
8.0,9.0,8.0,6.0,6.0,0.0,['moisturizer'],0,1,0,0,0,0,0,1,0,0,['moisturizer']
9.0,5.002123786407767,1.0,7.0,10.0,1.0,serumm,1,0,0,0,0,1,0,0,0,0,['serum']
0.0,10.0,7.0,3.0,10.0,9.0,"['facewash', 'toner']",0,0,1,0,0,0,0,1,0,0,"['facewash', 'toner']"
5.0,5.002123786407767,10.0,9.0,0.0,5.019419419419419,['moisturizer'],0,0,1,0,0,0,0,0,1,0,['moisturizer']
10.0,6.0,4.0,5.0,4.981562595497606,8.0,serumm,1,0,0,0,0,0,0,1,0,0,['serum']
1.0,9.0,0.0,0.0,9.0,1.0,"['facewash', 'toner']",1,0,0,0,0,0,0,0,1,0,"['facewash', 'toner']"
5.0,5.0,8.0,9.0,3.0,7.0,serumm,0,0,0,0,1,0,0,1,0,0,['serum']
3.0,2.0,3.0,5.05958994041006,8.0,10.0,['sunscreen'],0,0,1,0,0,0,0,0,1,0,['sunscreen']
4.0,6.0,4.952218430034129,4.0,4.981562595497606,3.0,face wash,1,0,0,0,0,0,0,0,1,0,['facewash']
6.0,4.0,1.0,2.0,4.981562595497606,2.0,serumm,0,0,1,0,0,1,0,0,0,0,['serum']
6.0,4.0,4.952218430034129,9.0,8.0,6.0,serumm,0,1,0,0,0,0,0,0,0,1,['serum']
5.0,0.0,3.0,7.0,0.0,5.0,['sunscreen'],0,0,0,1,0,0,1,0,0,0,['sunscreen']
1.0,8.0,7.0,8.0,8.0,1.0,['serum'],1,0,0,0,0,0,0,1,0,0,['serum']
1.0,8.0,1.0,3.0,1.0,5.019419419419419,face wash,0,0,1,0,0,0,0,0,0,1,['facewash']
5.025812329183116,5.002123786407767,6.0,10.0,4.0,2.0,['sunscreen'],0,0,0,1,0,0,1,0,0,0,['sunscreen']
5.025812329183116,7.0,1.0,10.0,2.0,6.0,['sunscreen'],1,0,0,0,0,1,0,0,0,0,['sunscreen']
1.0,10.0,10.0,5.05958994041006,8.0,6.0,"['facewash', 'toner']",0,0,1,0,0,0,0,1,0,0,"['facewash', 'toner']"
2.0,1.0,9.0,8.0,8.0,8.0,['moisturizer'],0,1,0,0,0,1,0,0,0,0,['moisturizer']
9.0,2.0,0.0,8.0,6.0,1.0,['moisturizer'],0,0,0,1,0,0,0,1,0,0,['moisturizer']
5.0,10.0,8.0,7.0,10.0,5.0,serumm,0,0,0,1,0,0,0,1,0,0,['serum']
5.025812329183116,7.0,8.0,7.0,0.0,1.0,"['facewash', 'toner']",1,0,0,0,0,0,0,0,1,0,"['facewash', 'toner']"
5.0,5.002123786407767,4.952218430034129,3.0,4.981562595497606,9.0,['moisturizer'],0,0,1,0,0,0,0,0,0,1,['moisturizer']
0.0,9.0,8.0,6.0,8.0,1.0,"['facewash', 'toner']",0,0,1,0,0,0,0,1,0,0,"['facewash', 'toner']"
9.0,4.0,1.0,5.05958994041006,6.0,8.0,['moisturizer'],1,0,0,0,0,0,0,1,0,0,['moisturizer']
2.0,0.0,3.0,3.0,10.0,5.0,['sunscreen'],1,0,0,0,0,1,0,0,0,0,['sunscreen']
4.0,5.002123786407767,8.0,10.0,0.0,7.0,serumm,0,1,0,0,0,0,1,0,0,0,['serum']
7.0,10.0,7.0,2.0,9.0,7.0,"['facewash', 'serum', 'toner']",1,0,0,0,0,0,0,1,0,0,"['facewash', 'serum', 'toner']"
1.0,7.0,4.952218430034129,2.0,3.0,5.019419419419419,['toner'],0,0,0,0,1,0,1,0,0,0,['toner']
8.0,9.0,8.0,9.0,5.0,0.0,['sunscreen'],0,0,0,0,1,1,0,0,0,0,['sunscreen']
5.025812329183116,8.0,7.0,0.0,5.0,8.0,['toner'],0,0,1,0,0,1,0,0,0,0,['toner']
8.0,6.0,4.952218430034129,3.0,6.0,5.019419419419419,['serum'],0,0,1,0,0,0,0,1,0,0,['serum']
5.025812329183116,10.0,9.0,4.0,0.0,1.0,serumm,1,0,0,0,0,0,1,0,0,0,['serum']
8.0,1.0,9.0,10.0,1.0,8.0,"['serum', 'sunscreen']",0,0,0,1,0,0,1,0,0,0,"['serum', 'sunscreen']"
2.0,1.0,6.0,8.0,4.981562595497606,5.0,['sunscreen'],0,0,0,1,0,0,0,1,0,0,['sunscreen']
6.0,2.0,10.0,2.0,4.981562595497606,6.0,['toner'],0,0,1,0,0,0,0,1,0,0,['toner']
4.0,5.002123786407767,8.0,2.0,2.0,10.0,moistrzr,0,0,1,0,0,0,0,0,0,1,['moisturizer']
5.0,10.0,7.0,4.0,4.981562595497606,2.0,['toner'],1,0,0,0,0,0,0,1,0,0,['toner']
7.0,3.0,8.0,5.0,4.981562595497606,5.019419419419419,['serum'],0,0,0,1,0,0,0,0,0,1,['serum']
3.0,5.002123786407767,4.952218430034129,6.0,6.0,9.0,serumm,1,0,0,0,0,0,0,1,0,0,['serum']
6.0,4.0,8.0,1.0,4.981562595497606,9.0,['serum'],1,0,0,0,0,0,0,1,0,0,['serum']
5.025812329183116,3.0,3.0,2.0,10.0,7.0,moistrzr,1,0,0,0,0,0,1,0,0,0,['moisturizer']
5.0,9.0,5.0,9.0,9.0,8.0,"['facewash', 'moisturizer', 'toner']",0,1,0,0,0,0,0,1,0,0,"['facewash', 'moisturizer', 'toner']"
5.025812329183116,2.0,3.0,2.0,2.0,0.0,face wash,0,0,1,0,0,0,0,1,0,0,['facewash']
9.0,5.0,8.0,4.0,9.0,1.0,['facewash'],0,0,0,0,1,0,0,0,1,0,['facewash']
9.0,9.0,4.0,3.0,9.0,5.0,"['facewash', 'serum', 'toner']",0,0,0,0,1,1,0,0,0,0,"['facewash', 'serum', 'toner']"
10.0,6.0,1.0,9.0,2.0,10.0,"['serum', 'sunscreen']",0,0,0,1,0,0,1,0,0,0,"['serum', 'sunscreen']"
7.0,5.002123786407767,0.0,3.0,4.981562595497606,5.019419419419419,['moisturizer'],0,1,0,0,0,0,0,0,1,0,['moisturizer']
8.0,5.002123786407767,3.0,0.0,2.0,7.0,face wash,0,0,0,0,1,0,0,0,1,0,['facewash']
6.0,7.0,4.952218430034129,5.0,4.0,9.0,['serum'],1,0,0,0,0,1,0,0,0,0,['serum']
8.0,4.0,8.0,3.0,4.0,0.0,['serum'],0,0,0,0,1,0,1,0,0,0,['serum']
0.0,8.0,4.0,5.05958994041006,10.0,9.0,"['facewash', 'moisturizer', 'toner']",0,1,0,0,0,0,0,0,0,1,"['facewash', 'moisturizer', 'toner']"
8.0,8.0,6.0,3.0,3.0,6.0,"['facewash', 'serum', 'toner']",1,0,0,0,0,0,0,1,0,0,"['facewash', 'serum', 'toner']"
7.0,6.0,10.0,9.0,3.0,3.0,serumm,0,0,1,0,0,0,1,0,0,0,['serum']
4.0,5.0,10.0,8.0,4.0,0.0,serumm,1,0,0,0,0,1,0,0,0,0,['serum']
10.0,10.0,3.0,1.0,3.0,6.0,"['facewash', 'serum', 'toner']",0,0,0,1,0,0,0,0,1,0,"['facewash', 'serum', 'toner']"
8.0,2.0,4.952218430034129,10.0,3.0,6.0,"['serum', 'sunscreen']",0,0,0,1,0,1,0,0,0,0,"['serum', 'sunscreen']"
5.0,4.0,3.0,7.0,3.0,2.0,face wash,0,0,0,0,1,0,1,0,0,0,['facewash']
6.0,1.0,3.0,5.05958994041006,3.0,9.0,['sunscreen'],1,0,0,0,0,0,0,0,1,0,['sunscreen']
5.025812329183116,1.0,10.0,4.0,3.0,8.0,face wash,0,1,0,0,0,0,0,1,0,0,['facewash']
6.0,8.0,10.0,9.0,6.0,1.0,moistrzr,0,1,0,0,0,0,0,1,0,0,['moisturizer']
1.0,1.0,4.0,0.0,4.981562595497606,1.0,['moisturizer'],0,1,0,0,0,0,0,0,0,1,['moisturizer']
3.0,1.0,1.0,4.0,10.0,3.0,['sunscreen'],1,0,0,0,0,0,1,0,0,0,['sunscreen']
5.025812329183116,3.0,7.0,4.0,0.0,8.0,['serum'],1,0,0,0,0,0,0,1,0,0,['serum']
7.0,0.0,2.0,2.0,4.0,6.0,['serum'],0,0,0,1,0,0,0,0,1,0,['serum']
5.025812329183116,0.0,9.0,5.0,4.0,2.0,['toner'],0,0,1,0,0,0,0,1,0,0,['toner']
2.0,3.0,10.0,9.0,1.0,8.0,['moisturizer'],0,1,0,0,0,0,0,1,0,0,['moisturizer']
3.0,9.0,2.0,9.0,10.0,6.0,moistrzr,0,0,0,1,0,0,1,0,0,0,['moisturizer']
5.025812329183116,1.0,5.0,4.0,0.0,10.0,moistrzr,0,0,0,1,0,0,0,1,0,0,['moisturizer']
6.0,0.0,9.0,8.0,4.981562595497606,7.0,['sunscreen'],1,0,0,0,0,0,0,1,0,0,['sunscreen']
0.0,5.002123786407767,2.0,3.0,3.0,7.0,['moisturizer'],0,1,0,0,0,0,0,1,0,0,['moisturizer']
9.0,9.0,2.0,0.0,4.981562595497606,1.0,"['facewash', 'serum', 'moisturizer', 'toner']",0,1,0,0,0,0,1,0,0,0,"['facewash', 'serum', 'moisturizer', 'toner']"
10.0,5.0,3.0,8.0,6.0,1.0,"['serum', 'sunscreen']",0,0,0,1,0,0,0,1,0,0,"['serum', 'sunscreen']"
1.0,0.0,2.0,9.0,10.0,6.0,face wash,1,0,0,0,0,0,0,0,1,0,['facewash']
10.0,5.002123786407767,8.0,5.0,5.0,10.0,['serum'],1,0,0,0,0,0,1,0,0,0,['serum']
5.025812329183116,1.0,6.0,0.0,5.0,3.0,['serum'],1,0,0,0,0,0,0,1,0,0,['serum']
2.0,10.0,0.0,5.0,6.0,10.0,"['facewash', 'moisturizer', 'toner']",0,1,0,0,0,0,0,1,0,0,"['facewash', 'moisturizer', 'toner']"
0.0,10.0,0.0,6.0,10.0,5.0,['sunscreen'],0,0,0,0,1,0,1,0,0,0,['sunscreen']
8.0,5.0,8.0,10.0,1.0,10.0,"['serum', 'sunscreen']",0,0,1,0,0,0,0,0,0,1,"['serum', 'sunscreen']"
1.0,5.0,2.0,1.0,7.0,6.0,face wash,1,0,0,0,0,0,0,1,0,0,['facewash']
7.0,5.002123786407767,8.0,8.0,1.0,9.0,['serum'],0,0,0,0,1,0,1,0,0,0,['serum']
4.0,8.0,2.0,4.0,7.0,1.0,"['facewash', 'toner']",0,0,1,0,0,0,0,1,0,0,"['facewash', 'toner']"
5.0,10.0,3.0,5.0,2.0,5.0,"['facewash', 'toner']",1,0,0,0,0,0,1,0,0,0,"['facewash', 'toner']"
5.025812329183116,9.0,2.0,4.0,7.0,1.0,"['facewash', 'moisturizer', 'toner']",0,1,0,0,0,0,0,0,1,0,"['facewash', 'moisturizer', 'toner']"
6.0,0.0,6.0,5.05958994041006,3.0,3.0,['toner'],0,0,1,0,0,1,0,0,0,0,['toner']
9.0,0.0,4.952218430034129,1.0,4.981562595497606,7.0,face wash,1,0,0,0,0,0,0,0,1,0,['facewash']
3.0,7.0,1.0,3.0,8.0,4.0,serumm,1,0,0,0,0,0,0,0,1,0,['serum']
5.0,9.0,8.0,8.0,6.0,10.0,moistrzr,1,0,0,0,0,0,0,0,1,0,['moisturizer']
5.025812329183116,6.0,8.0,1.0,4.981562595497606,6.0,['toner'],0,0,1,0,0,0,0,1,0,0,['toner']
2.0,5.0,7.0,9.0,7.0,2.0,serumm,1,0,0,0,0,0,0,0,1,0,['serum']
5.0,1.0,1.0,7.0,10.0,9.0,"['moisturizer', 'sunscreen']",0,1,0,0,0,1,0,0,0,0,"['moisturizer', 'sunscreen']"
4.0,4.0,10.0,3.0,10.0,9.0,['moisturizer'],1,0,0,0,0,0,0,1,0,0,['moisturizer']
5.025812329183116,1.0,10.0,4.0,10.0,2.0,['moisturizer'],0,0,0,1,0,0,0,1,0,0,['moisturizer']
5.0,10.0,6.0,5.05958994041006,8.0,9.0,moistrzr,0,0,0,1,0,0,1,0,0,0,['moisturizer']
0.0,6.0,3.0,6.0,8.0,8.0,['toner'],1,0,0,0,0,0,1,0,0,0,['toner']
0.0,9.0,3.0,6.0,9.0,5.0,['facewash'],0,0,1,0,0,0,0,0,1,0,['facewash']
8.0,6.0,2.0,6.0,9.0,4.0,"['serum', 'moisturizer']",0,1,0,0,0,0,0,1,0,0,"['serum', 'moisturizer']"
1.0,9.0,2.0,5.0,5.0,6.0,"['facewash', 'moisturizer', 'toner']",0,1,0,0,0,0,0,1,0,0,"['facewash', 'moisturizer', 'toner']"
5.0,8.0,4.0,5.05958994041006,7.0,7.0,"['facewash', 'toner']",0,0,1,0,0,0,0,0,1,0,"['facewash', 'toner']"
0.0,2.0,5.0,5.0,0.0,1.0,['toner'],1,0,0,0,0,0,0,1,0,0,['toner']
9.0,6.0,0.0,9.0,4.0,0.0,face wash,0,1,0,0,0,0,0,1,0,0,['facewash']
5.0,6.0,7.0,2.0,2.0,10.0,['moisturizer'],0,1,0,0,0,0,0,0,1,0,['moisturizer']
4.0,2.0,6.0,10.0,5.0,1.0,"['moisturizer', 'sunscreen']",0,1,0,0,0,0,0,0,1,0,"['moisturizer', 'sunscreen']"
7.0,5.002123786407767,5.0,7.0,5.0,9.0,face wash,0,0,0,1,0,0,0,1,0,0,['facewash']
2.0,6.0,3.0,5.0,5.0,10.0,['toner'],1,0,0,0,0,0,1,0,0,0,['toner']
4.0,5.002123786407767,7.0,9.0,1.0,3.0,['sunscreen'],0,0,1,0,0,1,0,0,0,0,['sunscreen']
2.0,5.0,4.952218430034129,0.0,4.981562595497606,4.0,['moisturizer'],0,1,0,0,0,0,0,1,0,0,['moisturizer']
4.0,3.0,3.0,0.0,8.0,8.0,['moisturizer'],0,1,0,0,0,0,0,0,1,0,['moisturizer']
3.0,5.002123786407767,4.952218430034129,3.0,6.0,3.0,['toner'],1,0,0,0,0,0,0,0,1,0,['toner']
7.0,5.0,6.0,1.0,3.0,3.0,face wash,1,0,0,0,0,0,1,0,0,0,['facewash']
1.0,9.0,4.952218430034129,8.0,7.0,10.0,"['facewash', 'moisturizer', 'toner', 'sunscreen']",0,1,0,0,0,0,0,1,0,0,"['facewash', 'moisturizer', 'toner', 'sunscreen']"
0.0,7.0,4.952218430034129,8.0,7.0,9.0,"['facewash', 'toner', 'sunscreen']",0,0,0,1,0,1,0,0,0,0,"['facewash', 'toner', 'sunscreen']"
0.0,7.0,4.0,8.0,8.0,5.0,"['facewash', 'moisturizer', 'toner']",0,1,0,0,0,0,0,1,0,0,"['facewash', 'moisturizer', 'toner']"
2.0,6.0,2.0,6.0,7.0,5.019419419419419,['moisturizer'],0,0,0,0,1,0,1,0,0,0,['moisturizer']
5.025812329183116,3.0,2.0,7.0,10.0,5.019419419419419,['sunscreen'],0,0,0,1,0,1,0,0,0,0,['sunscreen']
5.0,1.0,3.0,4.0,10.0,5.019419419419419,['facewash'],0,0,1,0,0,0,1,0,0,0,['facewash']
4.0,2.0,9.0,4.0,4.0,1.0,['moisturizer'],1,0,0,0,0,0,1,0,0,0,['moisturizer']
4.0,2.0,2.0,4.0,8.0,1.0,['toner'],0,0,1,0,0,0,0,0,0,1,['toner']
8.0,2.0,6.0,0.0,0.0,7.0,['serum'],1,0,0,0,0,0,0,0,1,0,['serum']
2.0,1.0,2.0,6.0,10.0,9.0,moistrzr,0,1,0,0,0,0,1,0,0,0,['moisturizer']
7.0,1.0,6.0,10.0,4.0,8.0,['serum'],0,0,1,0,0,0,0,0,1,0,['serum']
6.0,0.0,0.0,5.0,4.981562595497606,5.019419419419419,['sunscreen'],0,0,0,0,1,0,1,0,0,0,['sunscreen']
3.0,10.0,4.952218430034129,3.0,4.981562595497606,6.0,"['facewash', 'toner']",1,0,0,0,0,0,0,0,1,0,"['facewash', 'toner']"
5.025812329183116,1.0,0.0,3.0,4.0,10.0,face wash,0,1,0,0,0,0,0,1,0,0,['facewash']
9.0,4.0,1.0,10.0,2.0,3.0,['serum'],1,0,0,0,0,0,0,1,0,0,['serum']
9.0,5.0,5.0,5.05958994041006,1.0,5.019419419419419,['serum'],0,0,0,0,1,0,1,0,0,0,['serum']
1.0,1.0,2.0,8.0,5.0,10.0,"['moisturizer', 'sunscreen']",0,1,0,0,0,0,0,0,0,1,"['moisturizer', 'sunscreen']"
5.0,9.0,4.0,6.0,10.0,3.0,face wash,1,0,0,0,0,0,0,0,1,0,['facewash']
9.0,9.0,4.952218430034129,6.0,9.0,0.0,"['facewash', 'serum', 'toner']",0,0,1,0,0,0,0,1,0,0,"['facewash', 'serum', 'toner']"
5.0,10.0,10.0,10.0,1.0,1.0,"['facewash', 'toner', 'sunscreen']",1,0,0,0,0,0,0,0,1,0,"['facewash', 'toner', 'sunscreen']"
10.0,7.0,2.0,5.05958994041006,3.0,5.0,"['facewash', 'serum', 'toner']",0,0,1,0,0,0,1,0,0,0,"['facewash', 'serum', 'toner']"
0.0,10.0,9.0,9.0,2.0,3.0,"['facewash', 'toner', 'sunscreen']",0,0,0,1,0,0,1,0,0,0,"['facewash', 'toner', 'sunscreen']"
4.0,0.0,3.0,4.0,3.0,9.0,['serum'],1,0,0,0,0,0,0,0,1,0,['serum']
9.0,5.002123786407767,7.0,7.0,2.0,4.0,"['serum', 'sunscreen']",1,0,0,0,0,0,1,0,0,0,"['serum', 'sunscreen']"
5.025812329183116,7.0,6.0,5.05958994041006,9.0,6.0,"['facewash', 'toner']",1,0,0,0,0,0,0,1,0,0,"['facewash', 'toner']"
1.0,3.0,7.0,8.0,6.0,4.0,['sunscreen'],0,0,1,0,0,1,0,0,0,0,['sunscreen']
0.0,8.0,5.0,1.0,10.0,9.0,['toner'],0,0,0,0,1,0,0,0,0,1,['toner']
9.0,5.002123786407767,9.0,0.0,3.0,9.0,['moisturizer'],1,0,0,0,0,0,0,0,0,1,['moisturizer']
10.0,1.0,9.0,10.0,8.0,1.0,['facewash'],0,0,1,0,0,0,0,0,1,0,['facewash']
10.0,8.0,0.0,6.0,5.0,5.0,"['facewash', 'serum', 'toner']",1,0,0,0,0,0,0,1,0,0,"['facewash', 'serum', 'toner']"
1.0,0.0,9.0,7.0,7.0,1.0,['sunscreen'],0,0,1,0,0,0,0,1,0,0,['sunscreen']
5.025812329183116,5.002123786407767,4.952218430034129,9.0,7.0,3.0,['toner'],0,0,1,0,0,0,0,0,1,0,['toner']
2.0,10.0,0.0,1.0,3.0,8.0,"['facewash', 'toner']",0,0,0,1,0,0,0,1,0,0,"['facewash', 'toner']"
8.0,9.0,2.0,0.0,1.0,3.0,"['facewash', 'serum', 'toner']",0,0,1,0,0,0,1,0,0,0,"['facewash', 'serum', 'toner']"
3.0,1.0,9.0,5.0,5.0,2.0,['sunscreen'],0,0,0,1,0,0,0,1,0,0,['sunscreen']
0.0,9.0,8.0,3.0,8.0,4.0,moistrzr,1,0,0,0,0,0,0,0,0,1,['moisturizer']
6.0,2.0,2.0,7.0,0.0,7.0,['sunscreen'],1,0,0,0,0,0,0,1,0,0,['sunscreen']
7.0,5.002123786407767,0.0,8.0,3.0,6.0,"['serum', 'sunscreen']",0,0,0,1,0,0,0,0,1,0,"['serum', 'sunscreen']"
5.025812329183116,2.0,4.0,9.0,10.0,2.0,['sunscreen'],0,0,0,1,0,0,0,1,0,0,['sunscreen']
4.0,10.0,1.0,3.0,4.981562595497606,2.0,['facewash'],0,0,0,1,0,0,0,1,0,0,['facewash']
4.0,8.0,2.0,9.0,5.0,3.0,serumm,0,0,0,1,0,0,0,0,1,0,['serum']
3.0,5.002123786407767,9.0,9.0,4.0,10.0,face wash,1,0,0,0,0,1,0,0,0,0,['facewash']
6.0,10.0,3.0,5.05958994041006,8.0,8.0,['sunscreen'],0,0,0,1,0,0,0,1,0,0,['sunscreen']
