wrinkles_severity,acne_severity,dark_circle_severity,pigmentation,skin_type,skin_tone,redness,dark_spots,product_recommendation
9,1,3,5,dry,medum,,,"['moisturizer', 'serum']"
7,7,3,,dry,medium,8,6,"['toner', 'facewash', 'moisturizer']"
7,7,1,6,dry,fair,2,6,"['toner', 'facewash', 'moisturizer', 'serum']"
1,0,10,8,Dry,brown,,9,['moisturizer']
0,10,0,10,Dry,dark,2,0,moistrzr
6,6,10,7, COMBINATION,dark,1,6,moistrzr
8,10,9,4, COMBINATION,brown,9,2,"['toner', 'facewash']"
8,0,2,1,norml,medum,1,2,
,,5,8,normal,olive,9,10,
9,2,4,8,sensitive,MEDIUM,2,7,face wash
8,10,10,6,oily,brown,5,10,"['toner', 'facewash', 'serum']"
5,5,4,6,combination,  Dark ,6,6,['toner']
2,10,5,8, normal ,BROWN,8,3,"['toner', 'facewash']"
8,,,1,sensitive,medium,4,5,['serum']
1,8,5,7, COMBINATION,mmdeu,3,2,serumm
3,0,0,7,dry, Dark,0,,['moisturizer']
9,8,2,9,,dark,1,4,"['toner', 'facewash']"
1,9,0,10, normal ,brown,,10,['sunscreen']
9,10,8,0,yrd,BROWN,3,4,"['toner', 'facewash', 'serum']"
1,10,8,8,oliy,medum,8,7,"['toner', 'facewash']"
5,0,9,4,NORMAL, Dark,7,3,['toner']
7,5,0,0,combination,olive,2,0,serumm
3,2,6,,,,8,6,['sunscreen']
10,4,0,4,combination,OLIVE,0,5,
7,6,0,7,Dry,medium,8,9,"['sunscreen', 'moisturizer', 'serum']"
1,,5,3,norml,olive,6,,['facewash']
2,7,6,4, OILY ,FAIR,2,0,"['toner', 'facewash']"
10,2,8,0,Dry,dark,,3,face wash
,5,1,3, COMBINATION, fair ,8,10,['sunscreen']
4,7,1,10,NORML,medum,8,6,"['toner', 'facewash']"
6,1,7,,OILY,brown,9,10,['facewash']
4,2,2,5, norml , Dark,0,9,['moisturizer']
10,8,5,,IBNI OAOTMCN,dark,2,9,
,9,6,6,OILY,,3,10,"['toner', 'facewash']"
,10,1,0,DRY,brown,0,1,['moisturizer']
10,10,5,7,bciooaintmn,brown,2,5,"['toner', 'facewash', 'serum']"
7,8,7,6,combination,olive,3,2,"['toner', 'facewash', 'serum']"
6,0,6,,combination,olive,2,2,face wash
1,0,10,4,yDr, Dark,6,6,['toner']
5,10,9,5, TBOCMAINION,medium,10,6,"['toner', 'facewash']"
7,,0,6,combination,medium,,10,['toner']
,6,6,8,oily,brown,,5,['facewash']
9,10,,0,OILY,olive,9,6,['serum']
9,6,3,3,dry, DARK,10,5,
2,9,5,10, combination ,brown,10,3,face wash
9,7,4,7,sensitive,dark,8,3,"['toner', 'facewash', 'serum', 'sunscreen']"
0,9,6,6,sensitive, FAIR ,4,4,"['toner', 'facewash']"
0,,0,6,Dry,olive,4,3,['moisturizer']
6,8,5,8,dry,olive,,9,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
8,5,8,2, COMBINATION,fair,4,10,['serum']
4,9,7,10,,FAIR,10,,"['toner', 'facewash']"
1,10,,6,normal, brown ,9,9,['sunscreen']
3,5,8,,Dry,MEDIUM,10,,['moisturizer']
6,8,0,9,combination,medum,10,1,"['toner', 'facewash', 'sunscreen']"
8,4,3,,normal,medium,4,0,['serum']
8,7,2,,normal,DARK,2,2,"['toner', 'facewash', 'serum']"
6,1,8,3,, DARK,6,7,['moisturizer']
4,7,3,,sensitive,olive,,2,"['toner', 'facewash']"
5,9,5,6,norml,medium,10,3,"['toner', 'facewash']"
7,7,10,6,sensitive,edmmu,2,2,moistrzr
1,10,6,,sensitive,,6,1,"['toner', 'facewash']"
3,0,,6,oily, DARK,4,,['toner']
2,1,2,3, combination ,OLIVE,,,['toner']
4,7,8,,combination,MEDUM,,3,"['toner', 'facewash']"
6,5,5,9,sensitive,medum,6,0,serumm
7,8,1,0,, Dark,3,10,['serum']
1,,2,8,Dry,brown,7,6,
,6,6,,combination,brown,7,,
4,2,2,1, Dry ,fair,4,1,['moisturizer']
9,3,9,0,normal,olive,1,10,['serum']
0,1,3,0,normal,,5,0,face wash
2,1,1,3,normal,rwbon,8,2,['toner']
5,10,9,,MIC NOBIONAT,olive,9,4,['serum']
,,7,5, COMBINATION,FAIR,7,1,['facewash']
8,0,2,3,normal,medum,5,10,['serum']
3,10,1,,norml,fair,2,5,['facewash']
4,4,10,3,sensitive,dark,3,8,['serum']
6,7,3,10,normal,eivlo,2,0,"['toner', 'facewash']"
8,8,1,3,sensitive, fair ,3,0,"['toner', 'facewash', 'serum']"
1,7,5,0,dry,DARK,6,10,moistrzr
6,5,10,7,,brown,10,4,['sunscreen']
1,3,10,7,OILY,FAIR,7,4,['sunscreen']
5,8,9,9, COMBINATION,FAIR,9,10,"['toner', 'facewash', 'sunscreen']"
,1,4,8,dry,MEDIUM,2,,"['sunscreen', 'moisturizer']"
3,3,2,9, normal ,fair,0,10,['sunscreen']
7,4,1,0,OILY,OLIVE,0,3,['serum']
3,5,10,6,OILY,,0,9,['facewash']
1,,8,3,, arkD,5,1,['toner']
10,1,1,10,SENSITIVE,MEDUM,,8,face wash
,8,5,8, COMBINATION,fair,4,10,"['toner', 'facewash', 'sunscreen']"
0,5,3,8,norml, fair ,5,0,moistrzr
5,2,2,6,Dry,dark,,8,['moisturizer']
8,6,8,10,normal,brown,5,8,face wash
9,1,4,10,norml,medum,5,5,face wash
10,3,3,4,dry,medium,5,,"['moisturizer', 'serum']"
9,0,7,1,dry,FAIR,,6,"['moisturizer', 'serum']"
3,7,,4,Dry,umemdi,9,9,moistrzr
4,3,2,,,brown,,6,moistrzr
7,7,1,2,,eilvo,1,5,"['toner', 'facewash', 'serum']"
10,2,5,3, COMBINATION,fair,9,9,face wash
5,2,4,,OILY, Dark,2,8,['serum']
8,6,7,8,OILY,,0,6,
9,2,5,8,SENSITIVE,fair,9,10,"['sunscreen', 'serum']"
7,1,3,10,,OLIVE,4,9,['serum']
,6,10,3,norml, Dark,3,4,['moisturizer']
8,8,0,4, COMBINATION,,4,6,['serum']
7,2,0,1,dry,FAIR,5,,['moisturizer']
5,10,4,10,dry, Dark,4,8,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
10,6,5,10,norml,medum,6,2,"['sunscreen', 'serum']"
6,2,7,9, COMBINATION,FAIR,9,8,['sunscreen']
2,6,7,2,oily,medium,5,6,['moisturizer']
3,5,6,6,dry,medum,,0,['moisturizer']
1,10,10,0,DRY, Dark,8,6,"['toner', 'facewash', 'moisturizer']"
10,6,2,4, normal ,dark,,,['serum']
7,9,2,3,sensitive,,,1,
0,2,1,9,Dry,dark,,3,"['sunscreen', 'moisturizer']"
5,9,9,4,sensitive,fair,3,7,"['toner', 'facewash']"
10,4,1,3,combination,FAIR,,3,
,1,,3,dry,brown,0,2,['moisturizer']
6,9,8,5, oily ,aD kr,3,1,"['toner', 'facewash']"
8,7,6,1, COMBINATION,fair,1,7,face wash
8,8,7,0,oily,dark,4,6,['toner']
9,5,10,,Dry,olive,9,5,['moisturizer']
3,2,3,7,Dry,medium,10,5,serumm
8,4,10,8, sensitive ,medum,3,3,"['sunscreen', 'serum']"
5,9,10,6, COMBINATION,fair,1,3,['facewash']
7,8,4,, COMBINATION,BROWN,9,6,face wash
,2,1,9, COMBINATION,olive,7,8,moistrzr
10,7,7,1,OILY,FAIR,10,3,"['toner', 'facewash', 'serum']"
5,7,1,,normal,OLIVE,0,10,['facewash']
5,7,7,10,COMBINATION, medium ,6,6,"['toner', 'facewash']"
10,9,10,8,Dry, Dark,1,0,"['sunscreen', 'moisturizer', 'serum']"
1,2,8,9,,FAIR,6,4,['moisturizer']
4,5,1,0,oily,brown,10,,['toner']
2,0,8,9,normal,medum,,8,['moisturizer']
4,0,10,6,oily,vlioe,6,3,['moisturizer']
2,0,6,4, Dry ,,9,0,['moisturizer']
0,2,2,1,sensitive,dark,7,7,['moisturizer']
5,4,,0,IMNBICOANO T,fair,1,6,serumm
0,7,2,3, OILY , dark ,,9,"['toner', 'facewash']"
6,1,4,7,combination,medum,8,4,
1,3,10,,norml,fair,5,5,serumm
,,10,9, COMBINATION,mdmieu,0,4,['sunscreen']
10,6,7,10, Dry ,FAIR,10,4,"['sunscreen', 'moisturizer', 'serum']"
1,2,6,9,dry,brown,3,0,"['sunscreen', 'moisturizer']"
2,9,1,8,, Dark,0,8,"['toner', 'facewash', 'sunscreen']"
9,4,5,5, oily ,medium,,8,serumm
8,10,9,6, COMBINATION,dark,2,6,serumm
4,8,7,9, COMBINATION,BROWN,5,4,
9,,10,2, Dry ,dark,10,10,"['moisturizer', 'serum']"
2,,2,6,dry,  Dark ,,7,['moisturizer']
1,1,0,4,normal,dark,6,8,moistrzr
4,10,10,0, norml ,DARK,2,,serumm
,6,9,2,Dry,brown,1,9,['moisturizer']
,1,,4,combination, medum ,4,4,['toner']
5,2,9,4,norml,olive,7,3,['moisturizer']
4,0,0,7,  COMBINATION , DARK,1,9,['moisturizer']
9,6,6,10,mtoiacninob, Dark,8,0,['sunscreen']
1,0,0,10,Dry, fair ,3,7,"['sunscreen', 'moisturizer']"
9,7,10,8,OILY,fair,1,6,face wash
3,2,3,3,OILY, fair ,2,8,['moisturizer']
7,9,1,2,,FAIR,9,6,['serum']
4,0,0,7,NORML,brown,5,3,face wash
2,8,8,3,dry, olive ,10,7,face wash
3,7,6,5,combination, fair ,6,5,['facewash']
10,5,6,3,normal,medium,4,8,['sunscreen']
,8,4,,norml,medium,0,,moistrzr
6,4,2,2,oily, brown ,0,6,['facewash']
1,7,3,3,COMBINATION,,10,4,moistrzr
8,6,2,3,combination,medum,8,0,['toner']
7,,6,5, COMBINATION,,6,9,['toner']
3,3,4,3,,medium,3,8,['toner']
5,2,2,9,ILOY,MEDUM,7,2,serumm
3,5,8,5,OILY,olive,2,5,['facewash']
,4,4,2, norml ,oeilv,,4,serumm
6,8,,8,combination,arfi,,3,"['toner', 'facewash']"
,7,3,4, COMBINATION, Dark,9,0,['serum']
,0,7,,normal,dark,4,8,['serum']
0,2,5,0,OILY,dark,5,1,face wash
9,4,10,9,combination,brown,,,"['sunscreen', 'serum']"
3,1,8,10, COMBINATION,dark,10,2,['sunscreen']
8,3,9,,oily,,6,5,moistrzr
,10,10,5,dry, Dark,8,4,"['toner', 'facewash', 'moisturizer']"
10,2,4,3,NORML,umdem,2,0,['serum']
7,3,2,3,normal,olive,0,5,['serum']
2,7,10,9,NORMAL,medium,4,8,"['toner', 'facewash', 'sunscreen']"
8,10,1,4,Dry,,6,6,serumm
9,2,6,6,,OLIVE,3,10,['serum']
6,7,2,1,dry, FAIR ,8,6,"['toner', 'facewash', 'moisturizer']"
0,9,9,8,normal,brown,4,1,"['toner', 'facewash', 'sunscreen']"
6,8,2,3,ioly,FAIR,8,1,face wash
3,4,3,6,normal,fair,5,8,['toner']
10,3,10,8,COMBINATION,fair,0,5,['serum']
6,8,0,10, norml ,fair,0,,['sunscreen']
5,2,,5,  COMBINATION ,brown,,9,moistrzr
5,6,5,1,OILY,medum,4,9,['sunscreen']
5,7,8,4,  COMBINATION ,IFAR,6,3,"['toner', 'facewash']"
9,4,0,2, oily ,dark,1,5,['serum']
8,9,2,10,combination,olive,,1,serumm
5,9,5,4,OIYL,dark,8,6,"['toner', 'facewash']"
6,10,0,9, COMBINATION,dark,9,1,moistrzr
2,4,10,3, sensitive ,FAIR,7,10,
3,5,,1,Dry,FAIR,7,4,moistrzr
9,,,7,Dry,olive,1,0,"['sunscreen', 'moisturizer']"
10,0,7,1,Dry,FIAR,4,1,"['moisturizer', 'serum']"
10,3,8,1,norml,ivole,3,9,['serum']
4,9,9,4, COMBINATION,FAIR,4,9,['sunscreen']
9,1,7,10,oily,DARK,4,5,"['sunscreen', 'serum']"
7,7,9,6,combination, Dark,7,9,['serum']
10,6,9,5,combination, Dark,4,4,['serum']
7,0,1,0, COMBINATION,MEDIUM,9,6,
8,6,8,3,,medium,,9,moistrzr
9,,9,,OILY,FAIR,1,,serumm
7,1,0,0,,BROWN,0,5,serumm
4,6,,4,Dry, brown ,1,,serumm
8,8,3,1,rDy,olive,9,,['sunscreen']
3,4,3,1,oily,olive,5,0,['serum']
7,10,0,4, COMBINATION,olive,8,,['serum']
9,6,6,4,sensitive,dark,3,8,moistrzr
4,0,8,10,norml,olive,4,8,['sunscreen']
10,,7,9,dry, medium ,6,10,"['sunscreen', 'moisturizer']"
5,8,3,4,oily,medum,0,6,
5,,6,0, COMBINATION,,,6,face wash
7,1,0,0,dry,medum,7,6,"['moisturizer', 'serum']"
8,1,3,,sensitive,brown,5,1,['serum']
9,1,,8,norml,  Dark ,7,1,"['sunscreen', 'serum']"
2,,3,5,  COMBINATION ,fair,1,,
5,7,4,0,oily, Dark,9,1,
2,1,8,9,normal,brown,1,,moistrzr
8,10,2,7,OILY, Dark,7,10,moistrzr
2,9,9,2,oily,,7,2,
3,4,6,0,ietisvesn,dark,7,2,
6,10,9,10, oily ,FAIR,2,8,"['toner', 'facewash', 'sunscreen']"
9,4,2,2,, Dark,3,4,
4,7,9,5,sensitive,DARK,4,1,
4,6,10,2,normal, Dark,,0,
5,0,6,5,OILY,,9,10,
0,8,4,10,,  Dark ,,,"['toner', 'facewash', 'sunscreen']"
,10,7,7,dry,medium,8,1,"['toner', 'facewash', 'moisturizer']"
5,9,4,5,Dry,FAIR,4,10,"['toner', 'facewash', 'moisturizer']"
0,1,2,6,norml,olive,9,8,['moisturizer']
1,9,0,0,normal,FAIR,3,8,
3,2,9,7,,,8,4,['toner']
1,3,9,7,Dry, DARK,1,8,face wash
10,4,6,4,normal,rowbn,2,1,face wash
2,1,1,1,OILY,medium,10,,['moisturizer']
7,4,8,10,OILY,olive,4,0,['sunscreen']
,2,9,10,rdy,fair,9,1,['serum']
5,3,3,8,normal,,9,7,serumm
2,8,0,6,norml,olive,6,1,serumm
6,6,8,,oily,dark,9,10,['moisturizer']
9,8,2,7,sensitive,medium,3,10,"['sunscreen', 'serum']"
0,6,2,3,OILY,brown,,5,['toner']
9,0,9,6,yrD,medium,,7,['toner']
2,8,1,9,combination, Dark,10,9,serumm
8,4,5,1,,olive,4,,['toner']
4,,7,1,,FAIR,0,1,['sunscreen']
10,,0,8,dry,fair,0,4,
,8,8,7,Dry,brown,5,5,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
8,1,2,,norml,brown,7,6,['serum']
7,4,8,5,OILY,medium,9,1,['serum']
5,10,3,4,norml,,4,0,"['toner', 'facewash']"
9,,9,10,OILY, fair ,8,7,"['sunscreen', 'serum']"
7,2,8,8,Dry, medum ,,6,"['moisturizer', 'serum']"
5,8,10,5,norml,dark,2,5,"['toner', 'facewash']"
10,1,,6,OILY,medum,,,
4,3,7,8,combination,fair,6,0,serumm
,,,2,,medum,3,8,['moisturizer']
0,1,6,8,sensitive,FAIR,6,0,['sunscreen']
6,5,0,0,,dark,1,5,serumm
3,3,5,8,,dark,0,1,['moisturizer']
7,7,10,10,norml,medum,,5,"['sunscreen', 'serum']"
7,1,1,0, sensitive ,  Dark ,5,5,['serum']
5,10,1,6,normal,medum,2,0,['sunscreen']
,,2,7,Dry,FAIR,9,6,['moisturizer']
1,1,3,1,OILY, Dark,4,9,['serum']
,1,8,0,DRY,FAIR,,6,['moisturizer']
4,,3,7, combination ,dark,4,1,['moisturizer']
8,0,0,9,,medium,4,8,"['sunscreen', 'serum']"
5,4,5,5,Dry,,8,,['moisturizer']
4,3,0,5,,dark,6,,moistrzr
0,5,7,2,combination,FAIR,0,6,serumm
,4,1,6, COMBINATION,brown,0,3,['serum']
7,6,6,6, COMBINATION, DARK,4,10,['sunscreen']
9,2,9,6, norml ,wbron,7,,['serum']
,8,10,5,normal, dark ,4,10,['toner']
5,9,3,5,dry,,3,4,"['toner', 'facewash', 'moisturizer']"
5,0,5,5,oily,medum,0,6,serumm
9,4,7,4,norml,,9,,['sunscreen']
1,3,,9,,FAIR,9,7,
2,0,6,8,oily,olive,5,1,['sunscreen']
1,0,,7,,brown,,0,serumm
0,9,,6,norml,FAIR,3,0,"['toner', 'facewash']"
0,9,2,4,combination, olive ,4,8,['sunscreen']
8,8,7,10,sensitive,FAIR,8,,"['sunscreen', 'serum']"
7,7,7,4,Dry,FAIR,9,,"['toner', 'facewash', 'moisturizer']"
3,8,6,8,dry,,,10,moistrzr
10,6,,,sensitive,medum,7,3,['serum']
5,0,1,6,NORML,fair,5,9,['toner']
4,6,1,9,SENSITIVE,dark,3,4,['serum']
,,5,4,sensitive,medum,,4,['serum']
,3,8,,SENSITIVE,fair,10,5,['moisturizer']
1,8,4,8,oily,brown,9,,serumm
8,1,10,6,sensitive,eummd,7,2,['serum']
0,1,9,,OILY,medium,8,4,['toner']
0,0,1,0,sensitive,FAIR,7,1,['moisturizer']
10,7,10,,,,0,3,['serum']
1,5,4,8,, DARK,2,4,['sunscreen']
9,6,8,2, normal ,dark,3,0,moistrzr
1,2,9,6,dry, olive ,6,0,['moisturizer']
8,,2,1,OILY,obrwn,2,5,['serum']
9,,1,7,combination, Dark,0,9,face wash
7,1,8,3,Dry, Dark,3,6,['moisturizer']
2,9,2,3,normal,olive,,2,"['toner', 'facewash']"
,7,8,,oily,dark,2,6,"['toner', 'facewash']"
2,,10,3,dry, fair ,6,5,['moisturizer']
6,3,10,5, COMBINATION,olive,9,6,['sunscreen']
9,7,9,8,OILY,OLIVE,,4,serumm
9,,4,1,OILY, medium ,2,,['serum']
7,4,,3, oily ,iovle,2,,['serum']
8,3,5,,norml,medum,7,10,['serum']
3,7,1,8, Dry , fair ,,2,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
2,4,2,7, norml , brown ,9,6,['sunscreen']
10,,5,1,normal, Dark,7,9,face wash
7,,7,0, normal ,dark,7,0,['serum']
2,3,2,1,,FAIR,10,10,['sunscreen']
2,8,,4,,fair,2,8,['toner']
6,9,2,1, COMBINATION,ioevl,,4,"['toner', 'facewash']"
8,1,1,7,, Dark,2,,"['sunscreen', 'serum']"
5,5,5,4,OILY,,3,8,['serum']
10,3,0,7,norml,olive,10,7,"['sunscreen', 'serum']"
,2,8,6,oily,medum,,4,['serum']
2,9,4,2,norml,MEDIUM,,0,
3,8,5,,combination,dark,5,4,"['toner', 'facewash']"
1,4,10,,normal,,2,9,['sunscreen']
10,1,3,9,OILY,FAIR,8,6,"['sunscreen', 'serum']"
9,8,2,1,OILY,FAIR,8,5,serumm
9,3,3,9,dry,dark,,5,"['sunscreen', 'moisturizer', 'serum']"
6,10,9,4,OILY,dark,7,9,"['toner', 'facewash']"
0,0,3,,OILY,medium,10,7,['sunscreen']
5,4,9,9, combination ,,1,4,['sunscreen']
4,1,7,9,norml,dark,4,4,moistrzr
0,0,10,0, COMBINATION,olive,7,9,['moisturizer']
1,7,5,4, COMBINATION, Dark,5,3,['facewash']
10,2,10,3,norml,,8,,moistrzr
10,7,0,4,normal, Drka,5,8,"['toner', 'facewash', 'serum']"
9,9,5,0,sensitive, Dark,0,,"['toner', 'facewash', 'serum']"
2,6,4,0,dry,olive,10,7,face wash
8,5,1,8,,,1,5,serumm
9,,5,3,combination,FAIR,10,2,['serum']
10,,4,0,dry, dark ,7,2,"['moisturizer', 'serum']"
3,8,2,4,Dry,fair,7,5,"['toner', 'facewash', 'moisturizer']"
2,7,4,5, normal ,wrnbo,10,2,"['toner', 'facewash']"
,3,8,4,combination,FAIR,0,8,['sunscreen']
7,4,2,8,,FAIR,6,10,
7,2,5,,normal,fair,2,3,serumm
,4,7,4,normal,,1,6,['toner']
7,10,3,2,,olive,7,9,['serum']
1,6,9,7,norml,brown,4,6,['sunscreen']
8,7,4,3,combination,dark,,5,['serum']
3,10,3,6, sensitive , medium ,9,4,serumm
0,4,5,0,oily,brown,2,5,['serum']
6,6,6,8,NORML, FAIR ,1,2,['serum']
6,5,0,9,oily,,6,1,['sunscreen']
3,6,3,5,norml, Dark,10,,['serum']
4,2,5,3,normal,olive,8,,['moisturizer']
9,,8,9,dry,dark,6,4,"['sunscreen', 'moisturizer', 'serum']"
7,1,3,5,OILY,dark,6,10,['serum']
7,3,8,6,OILY,brown,1,8,['serum']
6,4,2,8, COMBINATION, dark ,,,['sunscreen']
4,2,2,6,oily,medum,8,4,['moisturizer']
10,3,3,2,norml,OLIVE,7,9,['serum']
0,2,1,10,oily,olive,,,face wash
5,0,2,10,, olive ,3,9,['moisturizer']
10,6,2,3,oily,,10,6,moistrzr
3,8,5,1,sensitive,wnbor,10,0,face wash
7,10,2,6,OILY, medum ,3,2,"['toner', 'facewash', 'serum']"
8,,5,5,Dry,,2,5,serumm
3,1,2,3,sensitive,fair,10,0,face wash
6,4,10,8,OILY,FAIR,5,7,
8,,6,5,, fair ,,1,['serum']
4,5,9,,OILY,brown,3,5,
5,,7,9,dry,,0,,"['sunscreen', 'moisturizer']"
10,0,9,6,dry,olive,7,,"['moisturizer', 'serum']"
2,6,7,5, COMBINATION,olive,,1,['sunscreen']
6,4,5,6,oily, Dark,8,6,['moisturizer']
10,0,4,10,OILY,brown,10,10,['sunscreen']
3,7,6,3,DRY,krD a,10,2,"['toner', 'facewash', 'moisturizer']"
5,7,2,4,OILY,brown,9,0,"['toner', 'facewash']"
9,9,7,6,NORMAL,medum,7,1,['serum']
6,3,1,8,sensitive,dark,4,6,moistrzr
3,9,10,,OILY,medium,3,2,['facewash']
,1,8,0,,dmmeu,4,1,['serum']
3,10,6,4,DRY,dark,0,2,moistrzr
9,8,0,9,oily,medium,3,4,moistrzr
,2,2,0,, dark ,5,3,serumm
7,5,2,6, COMBINATION,olive,2,8,['serum']
7,2,10,1,,FAIR,2,3,serumm
,8,10,9,normal,medum,1,7,"['toner', 'facewash', 'sunscreen']"
6,0,5,5,combination,,8,9,['serum']
10,,6,6,olmnr,fair,,1,['sunscreen']
9,4,0,10,NORMAL,FAIR,9,,['serum']
1,0,0,0,OILY,medium,,4,['facewash']
4,10,0,10,norml,fair,5,2,serumm
3,4,3,3,combination,medum,9,0,
,1,1,9,normal, Dark,0,,['facewash']
7,0,7,0, OILY ,FAIR,9,2,
8,7,1,3,normal,MEDIUM,7,8,"['toner', 'facewash', 'serum']"
6,0,7,0,normal,FAIR,8,7,
3,9,,3,DRY, fair ,3,5,face wash
1,3,3,7,OILY,dark,1,7,['moisturizer']
9,10,1,8,normal,FAIR,8,5,
9,4,6,7,OILY, fair ,7,2,['sunscreen']
,4,4,1, oily ,olive,4,0,['sunscreen']
10,6,10,6,normal,dark,0,2,['facewash']
7,10,8,2,Dry,FAIR,5,5,"['toner', 'facewash', 'moisturizer']"
5,4,5,5,NORML, olive ,9,5,['sunscreen']
7,10,5,2,combination,olive,6,5,serumm
10,8,3,0,norml, Dark,,8,"['toner', 'facewash', 'serum']"
7,1,,7,DRY, olive ,10,8,serumm
,9,0,2,, dark ,10,7,"['toner', 'facewash']"
,,3,6,Dry,akdr,3,7,['moisturizer']
,9,9,7,oily,onrbw,0,8,face wash
10,8,5,8, sensitive , olive ,5,5,"['toner', 'facewash', 'serum', 'sunscreen']"
3,2,,1,oily,fair,3,8,moistrzr
6,2,7,8,ILOY,dark,0,0,['toner']
8,8,,2, sensitive ,fair,3,6,
8,,7,0,Dry,brown,5,5,['moisturizer']
4,10,0,2,normal,medium,3,,"['toner', 'facewash']"
6,4,1,,DRY, DARK,0,5,['moisturizer']
7,3,1,3, COMBINATION,olive,9,,['serum']
,,,6,Dry,medium,8,6,['moisturizer']
9,3,4,6,dry,,,8,"['moisturizer', 'serum']"
2,7,10,9,combination, medum ,10,3,face wash
,0,,,OILY,FAIR,4,5,serumm
0,7,10,2,normal,FAIR,6,6,moistrzr
8,10,10,, dry ,fari,7,3,"['moisturizer', 'serum']"
9,3,9,7,  COMBINATION ,fair,3,3,['serum']
9,2,,10, COMBINATION, Dark,,1,['sunscreen']
2,10,1,10,OILY,FAIR,5,2,"['toner', 'facewash', 'sunscreen']"
1,,7,4,combination, brown ,8,4,
4,10,10,3,dry,,2,9,moistrzr
8,3,6,4, COMBINATION, Dark,6,7,['serum']
7,9,5,4,sensitive,medium,10,1,"['toner', 'facewash', 'serum']"
7,4,7,5,,MEDUM,7,0,['serum']
8,8,2,4,Dry,fair,6,,face wash
6,2,6,0,OILY,rk aD,4,8,['sunscreen']
1,2,8,,sensitive,medum,,5,['serum']
6,4,9,,normal, Dark,9,10,['serum']
9,2,10,4,norml,brown,5,8,['serum']
3,7,,9,, Dark,,7,['toner']
4,0,,10,sensitive,FAIR,5,8,['moisturizer']
3,5,9,10,norml,FAIR,4,8,['moisturizer']
9,5,2,1,sensitive, fair ,2,5,['serum']
9,,7,4, COMBINATION, olive ,0,0,['sunscreen']
6,1,3,9,oily,medum,,7,['sunscreen']
9,8,0,8,sensitive,FAIR,4,3,"['toner', 'facewash', 'serum']"
9,4,8,,OILY,olive,9,4,['serum']
10,9,4,0,COMBINATION,medium,8,2,serumm
0,4,9,2,norml, Dark,5,6,['sunscreen']
10,3,3,1,normal, medium ,1,6,
10,4,4,1, COMBINATION,OLIVE,6,1,['serum']
4,,2,1, COMBINATION,,2,10,['serum']
4,5,3,6,OILY,FAIR,1,5,['facewash']
8,9,4,3,combination,  Dark ,8,5,"['toner', 'facewash', 'serum']"
3,0,8,9, COMBINATION,DARK,2,5,['sunscreen']
0,5,2,2, COMBINATION,FAIR,,,
10,,5,0,ryd,,8,4,face wash
1,2,,4,Dry,olive,1,2,['moisturizer']
7,5,1,,OILY, medum ,,6,['serum']
5,5,4,2,,brown,7,,['serum']
4,7,2,4, OILY , dark ,10,5,"['toner', 'facewash']"
0,1,6,8,oily,,9,3,['sunscreen']
4,3,10,2, dry ,medum,9,1,face wash
2,,,0,Dry, Dark,,0,['moisturizer']
4,2,,0,OILY,olive,9,0,['toner']
7,,10,6,OILY, Dark,9,4,
1,10,6,6,sensitive,brown,,5,['toner']
4,0,0,1, oily ,FAIR,6,2,['moisturizer']
8,2,9,3,oily,FAIR,10,7,['serum']
3,6,10,4,sensitive,olive,5,7,['toner']
3,5,9,1,sensitive,FAIR,8,8,['moisturizer']
9,9,5,5,norml,IRAF,9,6,['sunscreen']
3,,9,0,combination, Dark,6,0,['serum']
10,,9,5,dry, dark ,0,10,"['moisturizer', 'serum']"
0,3,6,4,itivenses, fair ,,7,
1,3,3,10,oily,BROWN,7,5,moistrzr
9,8,9,8,sensitive, DARK,3,9,['serum']
6,2,5,0, normal ,fair,4,5,serumm
4,6,3,4, COMBINATION, dark ,,,['sunscreen']
1,0,3,5, COMBINATION,  Dark ,9,7,['sunscreen']
3,0,8,2,OILY,dark,5,9,['moisturizer']
,10,4,,oily,BROWN,6,,"['toner', 'facewash']"
10,9,8,,norml, fair ,10,7,['serum']
1,0,3,5,OILY, medium ,7,,['moisturizer']
0,9,1,8,dry,,3,6,"['toner', 'facewash', 'moisturizer']"
2,10,0,0,normal,olive,,3,"['toner', 'facewash']"
10,2,,,OILY,,2,3,moistrzr
5,8,2,3,normal,MEDUM,,7,['sunscreen']
8,2,2,6, oily , fair ,,0,['serum']
,1,5,2,dry,FAIR,7,,['moisturizer']
2,7,7,1, Dry ,brown,4,2,"['toner', 'facewash', 'moisturizer']"
6,1,8,1, COMBINATION,fair,10,1,['toner']
5,2,2,9,norml,olive,1,4,serumm
10,4,6,7, OILY , fair ,7,2,"['sunscreen', 'serum']"
5,,3,9,OILY,olive,5,3,moistrzr
7,8,0,0,Dry,dark,3,5,face wash
7,,,3,,medum,9,1,['serum']
8,2,3,3,oily,brown,0,4,['toner']
4,1,0,4,OILY,olive,4,6,['facewash']
10,9,,1,combination,MEDIUM,,4,['serum']
4,8,1,,normal,olive,10,1,"['toner', 'facewash']"
4,0,10,4,sensitive,FAIR,4,7,['sunscreen']
